785.056,-679.656,244.204,1512.0,0.0,488.0,0.0,-1120.0,-4.0,243.28992,146.580384,86.05764,2148.91093001,1512.0,1120.0,492.0,1220.508,-1708.916,138.804,10.651896,-182.767176,-303.812664,-100.0,-884.0,-2140.0,0.0,0.0,7.0,10
805.176,-655.208,309.524,1628.0,0.0,668.0,0.0,-1240.0,0.0,243.553392,138.843888,97.345328,2184.08031396,1628.0,1240.0,668.0,1150.86,-1769.908,159.556,7.364176,-202.054832,-285.051952,-280.0,-1056.0,-2200.0,0.0,0.0,4.0,10
824.436,-619.404,308.792,1684.0,0.0,648.0,0.0,-1248.0,0.0,210.043088,132.994624,92.737984,2163.49420221,1684.0,1248.0,648.0,1135.048,-1752.632,103.76,-15.68952,-169.786448,-250.299728,-212.0,-1084.0,-2284.0,0.0,0.0,0.0,10
806.072,-599.052,304.608,1612.0,0.0,648.0,0.0,-1176.0,0.0,181.584752,106.806032,99.565952,2113.17811216,1612.0,1176.0,648.0,1100.516,-1709.732,97.588,-24.787232,-174.344672,-188.824832,-212.0,-1084.0,-2140.0,0.0,0.0,0.0,10
825.256,-608.98,283.348,1440.0,0.0,612.0,0.0,-1412.0,0.0,181.080848,109.25172,98.969992,2144.06318099,1440.0,1412.0,612.0,1150.888,-1717.584,67.072,-27.140864,-170.79912,-191.362576,-584.0,-640.0,-2240.0,0.0,0.0,0.0,10
815.136,-697.244,230.788,2024.0,0.0,996.0,0.0,-1908.0,-316.0,287.701504,222.011232,160.422424,2263.35166514,2024.0,1908.0,1312.0,1281.592,-1743.168,112.896,-94.732152,-226.112696,-349.290312,-1196.0,-1428.0,-2620.0,0.0,0.0,21.0,10
836.564,-645.94,284.22,1768.0,0.0,804.0,0.0,-1484.0,-12.0,278.645424,198.23352,135.87808,2216.32538611,1768.0,1484.0,816.0,1198.284,-1766.724,93.596,-55.466176,-216.289984,-341.000864,-532.0,-1100.0,-2436.0,0.0,0.0,11.0,10
855.308,-642.292,281.276,2080.0,0.0,860.0,0.0,-1548.0,0.0,218.223408,117.889224,109.05736,2233.24683969,2080.0,1548.0,860.0,1216.324,-1778.876,68.26,-8.723176,-209.391544,-227.055272,-328.0,-1392.0,-2768.0,0.0,0.0,0.0,10
830.56,-568.856,216.628,1288.0,0.0,448.0,0.0,-936.0,0.0,93.79104,80.759376,65.320504,2069.45074117,1288.0,936.0,448.0,1182.788,-1616.044,-45.076,-52.28884,-78.352168,-109.229912,-96.0,-800.0,-1776.0,0.0,0.0,0.0,10
828.136,-608.112,258.524,1492.0,0.0,492.0,0.0,-1064.0,0.0,155.777792,91.847328,86.512072,2132.49587969,1492.0,1064.0,492.0,1177.724,-1694.772,38.5,-22.581608,-150.442536,-161.113048,-64.0,-920.0,-2064.0,0.0,0.0,0.0,10
826.336,-596.716,261.068,1404.0,0.0,528.0,0.0,-868.0,0.0,146.40096,74.832296,82.124848,2117.66884874,1404.0,868.0,528.0,1161.984,-1684.12,31.448,-10.556184,-153.693512,-139.108408,8.0,-1064.0,-1744.0,0.0,0.0,0.0,10
829.492,-608.596,276.456,1452.0,0.0,508.0,0.0,-928.0,0.0,169.288248,82.765696,101.4836,2149.15339167,1452.0,928.0,508.0,1161.632,-1714.544,55.56,-14.961048,-188.006152,-150.570344,16.0,-1032.0,-1872.0,0.0,0.0,0.0,10
837.148,-596.548,273.508,1416.0,0.0,520.0,0.0,-908.0,0.0,169.519768,80.6634,93.567168,2142.50220493,1416.0,908.0,520.0,1160.188,-1707.204,32.908,-4.7108,-182.423536,-156.616,-12.0,-1028.0,-1804.0,0.0,0.0,1.0,10
833.124,-621.348,295.608,1460.0,0.0,664.0,0.0,-948.0,0.0,199.233952,109.39008,116.179744,2184.76585533,1460.0,948.0,664.0,1158.864,-1750.08,83.832,-26.335872,-206.023616,-192.444288,-152.0,-1176.0,-1744.0,0.0,0.0,0.0,10
833.696,-627.408,299.752,1904.0,0.0,592.0,0.0,-1320.0,0.0,216.447488,121.862816,121.897664,2191.77478393,1904.0,1320.0,592.0,1161.352,-1760.856,93.464,-27.312992,-216.482336,-216.41264,-8.0,-1176.0,-2632.0,0.0,0.0,2.0,10
849.604,-631.064,319.64,1648.0,0.0,692.0,0.0,-1028.0,-4.0,221.872992,118.51488,133.08416,2233.31839795,1648.0,1028.0,696.0,1161.028,-1800.308,101.1,-29.726048,-236.442272,-207.303712,-76.0,-1316.0,-1980.0,0.0,0.0,1.0,10
839.34,-611.948,270.092,1516.0,0.0,524.0,0.0,-964.0,0.0,197.86056,92.965664,111.23728,2164.2439346,1516.0,964.0,524.0,1181.196,-1721.38,42.7,-6.342384,-216.132176,-179.588944,28.0,-1076.0,-1956.0,0.0,0.0,2.0,10
847.532,-604.76,302.264,1656.0,0.0,680.0,0.0,-1164.0,-24.0,199.386816,127.0484,128.179488,2203.86955404,1656.0,1164.0,704.0,1150.028,-1754.556,59.492,-55.841072,-200.517904,-198.255728,-212.0,-1196.0,-2116.0,0.0,0.0,2.0,10
850.788,-603.6,238.14,1516.0,0.0,536.0,0.0,-1044.0,-44.0,176.014432,98.0592,113.19844,2159.93429848,1516.0,1044.0,580.0,1216.248,-1692.528,-9.048,-35.243208,-191.153672,-160.875192,-108.0,-1052.0,-1980.0,0.0,0.0,3.0,10
843.528,-573.22,260.424,1496.0,0.0,520.0,0.0,-940.0,0.0,156.889792,96.38148,89.004128,2119.06920665,1496.0,940.0,520.0,1156.324,-1677.172,-9.884,-28.495816,-149.51244,-164.267144,36.0,-1076.0,-1916.0,0.0,0.0,2.0,10
833.868,-614.04,253.064,1572.0,0.0,500.0,0.0,-968.0,-24.0,167.410008,81.42904,96.993424,2149.26726037,1572.0,968.0,524.0,1194.844,-1700.972,33.236,-11.012456,-182.974392,-151.845624,80.0,-1128.0,-2016.0,0.0,0.0,4.0,10
836.016,-592.112,269.892,1440.0,0.0,520.0,0.0,-1008.0,0.0,159.089664,84.383776,93.090256,2134.52232579,1440.0,1008.0,520.0,1158.236,-1698.02,25.988,-18.384368,-167.796144,-150.383184,-88.0,-952.0,-1928.0,0.0,0.0,0.0,10
837.356,-595.1,308.304,1520.0,0.0,672.0,0.0,-960.0,-8.0,181.374176,92.225,117.33648,2170.39995614,1520.0,960.0,680.0,1124.152,-1740.76,66.048,-28.187304,-206.485656,-156.262696,-120.0,-1240.0,-1800.0,0.0,0.0,6.0,10
