-242.792,40.576,977.296,0.0,172.0,1016.0,-304.0,-36.0,0.0,13.483648,11.153792,12.388512,2016.187371,304.0,208.0,1016.0,-1260.664,-693.928,1179.512,-10.058656,-14.718368,-12.248928,-920.0,-1112.0,504.0,0.0,17.0,0.0,0,sitting
-270.652,40.028,970.552,0.0,116.0,1012.0,-340.0,-20.0,0.0,10.367312,11.538888,12.500128,2017.16009403,340.0,136.0,1012.0,-1281.232,-659.872,1201.176,-13.671704,-11.328552,-9.406072,-808.0,-1216.0,536.0,0.0,25.0,0.0,0,sitting
-247.872,75.908,963.276,236.0,392.0,1184.0,-424.0,-60.0,0.0,49.695808,54.33648,29.904096,2011.49432808,660.0,452.0,1184.0,-1287.056,-639.496,1135.24,-34.544768,-25.263424,-74.128192,-976.0,-1392.0,72.0,3.0,23.0,0.0,0,sitting
-34.132,113.476,986.76,216.0,376.0,1120.0,-436.0,-344.0,0.0,73.882872,85.821184,31.95448,2014.84762094,652.0,720.0,1120.0,-1134.368,-839.152,907.416,-43.892792,-20.016168,-127.749576,-1188.0,-1052.0,-252.0,39.0,11.0,0.0,0,sitting
-241.348,60.8,972.58,16.0,664.0,1096.0,-408.0,-600.0,0.0,17.08192,37.6544,15.8018,2019.5452633,424.0,1264.0,1096.0,-1274.728,-670.432,1153.128,-36.37428,4.77068,-38.93452,-1936.0,-256.0,-592.0,0.0,3.0,0.0,0,sitting
-248.112,71.384,971.908,0.0,156.0,1024.0,-292.0,0.0,0.0,9.362528,11.483136,12.198304,2011.61974807,292.0,156.0,1024.0,-1291.404,-652.412,1148.636,-14.318912,-10.077696,-8.64736,-888.0,-1160.0,576.0,0.0,2.0,0.0,0,sitting
-243.556,59.996,974.336,0.0,116.0,1016.0,-288.0,0.0,0.0,8.413736,9.300288,12.173184,2012.45878408,288.0,116.0,1016.0,-1277.888,-670.784,1157.896,-13.059736,-11.286632,-5.54084,-844.0,-1188.0,612.0,0.0,0.0,0.0,0,sitting
-234.544,101.944,969.356,0.0,148.0,1008.0,-280.0,0.0,0.0,10.046496,13.371056,12.748816,2005.43862757,280.0,148.0,1008.0,-1305.844,-632.868,1101.956,-16.073376,-9.424256,-10.668736,-876.0,-1140.0,580.0,0.0,0.0,0.0,0,sitting
-237.396,87.468,970.316,0.0,180.0,1008.0,-332.0,-52.0,0.0,12.467464,16.237576,12.710944,2006.19444728,332.0,232.0,1008.0,-1295.18,-645.452,1120.244,-16.481056,-8.940832,-15.994096,-908.0,-1108.0,444.0,0.0,2.0,0.0,0,sitting
-236.8,79.388,972.956,0.0,132.0,1016.0,-268.0,0.0,0.0,8.9984,12.224456,11.865888,2009.32075371,268.0,132.0,1016.0,-1289.144,-656.768,1130.368,-15.091944,-8.639832,-9.356968,-880.0,-1152.0,616.0,0.0,0.0,0.0,0,sitting
